"","Year","Name","College","Position","Height","Weight","Wonderlic","X40YD","Bench","Vert","Broad","Shuttle","X3Cone","ProBowls","AllPros","Success"
"242",1998,"Fred Taylor","Florida","RB",71.9,226,NA,NA,20,NA,NA,NA,NA,1,1,3
"243",1997,"Warrick Dunn","Florida State","RB",68,176,NA,NA,NA,NA,NA,NA,NA,3,0,3
"244",1994,"Dorsey Levens","Georgia Tech","RB",72.9,228,NA,4.6,18,37.5,118,4.42,NA,1,1,3
"245",1993,"Garrison Hearst","Georgia","RB",69,204,NA,NA,NA,NA,NA,NA,NA,1,1,3
"246",1993,"Natrone Means","North Carolina","RB",70.4,255,NA,NA,18,NA,NA,NA,NA,1,1,3
"247",1988,"Gaston Green","UCLA","RB",70.3,189,NA,4.32,8,33.5,119,4.27,NA,1,1,3
"248",1988,"John Stephens","Northwestern State (LA)","RB",72.1,220,NA,4.41,23,35.5,116,4.22,NA,1,1,3
"249",2017,"Chris Godwin","Penn State","WR",73,209,NA,4.42,19,36,125,4,7.01,1,1,3
"250",2016,"Tyreek Hill","West Alabama","WR",68.125,185,NA,NA,NA,NA,NA,NA,NA,3,0,3
"251",2014,"Davante Adams","Frenso State (CA)","WR",72.875,212,NA,4.56,14,39.5,123,4.3,6.82,3,0,3
"252",2011,"Randall Cobb","Kentucky","WR",70.25,191,NA,4.46,16,33.5,115,4.34,7.08,1,1,3
"253",2007,"Dwayne Bowe","Louisiana State","WR",74.25,221,NA,4.58,NA,33,125,4.35,6.81,1,1,3
"254",2007,"Sidney Rice","South Carolina","WR",75.5,200,NA,4.53,NA,39.5,119,4.34,7.09,1,1,3
"255",2005,"Braylon Edwards","Michigan","WR",74.875,211,NA,4.45,22,NA,NA,NA,NA,1,1,3
"256",2003,"Brandon Lloyd","Illinois","WR",72.1,184,NA,4.61,NA,36,NA,NA,NA,1,1,3
"257",2001,"Alex Bannister","Eastern Kentucky","WR",76.6,201,NA,4.5,NA,30.5,110,NA,NA,1,1,3
"258",2001,"Koren Robinson","North Carolina State","WR",73.5,211,NA,4.61,NA,38.5,123,NA,NA,1,1,3
"259",1999,"David Boston","Ohio State","WR",73.3,215,NA,4.47,NA,37,116,4.09,7.2,1,1,3
"260",1996,"Terry Glenn","Ohio State","WR",70.5,184,NA,NA,NA,NA,NA,NA,NA,1,1,3
"261",1995,"Antonio Freeman","Baltimore Polytechnic","WR",72.6,180,NA,NA,NA,NA,NA,NA,NA,1,1,3
"262",1990,"Terance Mathis","New Mexico","WR",69.3,167,NA,4.65,NA,30.5,109,4.29,NA,1,1,3
"263",1988,"Brian Blades","Miami (FL)","WR",71.1,182,NA,4.48,13,NA,NA,NA,NA,1,1,3
"264",1987,"Mark Carrier","Nicholls State (LA)","WR",71.8,182,NA,4.46,9,30,114,4.51,NA,1,1,3
"265",2010,"Mickey Shuler","Penn State","TE",76.125,251,NA,NA,NA,NA,NA,NA,NA,1,1,3
"266",2006,"Marcedes Lewis","UCLA","TE",78.375,261,NA,4.84,23,37,118,4.82,7.24,1,1,3
"267",2003,"Dallas Clark","Iowa","TE",75.4,257,NA,4.65,NA,37.5,123,NA,NA,1,1,3
"268",2003,"Dan Koppen","Boston College","C",74.6,297,NA,5.31,27,28.5,101,4.46,8.24,1,1,3
"269",1990,"Tony Mayberry","Wake Forest","C",76.1,270,NA,5.29,28,26.5,102,4.79,NA,3,0,3
"270",2017,"Myles Garrett","Texas A&M","DE",76.25,272,31,4.64,33,41,128,4.2,NA,1,1,3
"271",2012,"Chandler Jones","Syracuse","DE",77.375,266,NA,4.77,22,35,120,4.38,7.07,1,1,3
"272",2010,"Greg Hardy","Mississippi","DE",76,281,NA,4.82,21,35,117,4.65,7.25,1,1,3
"273",2009,"Michael Bennett","Texas A&M","DE",75.5,274,NA,5,24,31,110,NA,NA,3,0,3
"274",2001,"Kyle Vanden Bosch","Nebraska","DE",76.1,270,NA,4.66,26,36.5,119,4.08,6.82,3,0,3
"275",1998,"Leonard Little","Tennessee","DE",75.4,237,NA,NA,18,NA,NA,NA,NA,1,1,3
"276",1997,"Marcellus Wiley","Columbia (NY)","DE",76.8,271,NA,4.91,28,35.5,122,4.5,7.48,1,1,3
"277",1994,"Joe Johnson","Louisville","DE",75.6,285,NA,5.11,23,33.5,122,4.34,NA,1,1,3
"278",1992,"Robert Porcher","South Carolina State","DE",75.9,283,NA,5.27,22,31,108,4.7,NA,1,1,3
"279",2016,"Chris Jones","Mississippi State","DT",77.75,310,NA,5.03,26,24.5,106,4.62,7.44,1,1,3
"280",2015,"Grady Jarrett","Clemson","DT",72.75,304,31,5.06,30,31,112,4.56,7.37,1,1,3
"281",2013,"Chris Jones","Bowling Green (OH)","DT",73.625,302,NA,5.33,30,24.5,106,4.44,7.44,1,1,3
"282",2013,"Sheldon Richardson","Missouri","DT",74.5,294,9,5.02,30,32,116,NA,NA,1,1,3
"283",2012,"Akiem Hicks","Regina (Canada)","DT",76.625,318,NA,5.21,26,31.5,108,4.86,7.75,1,1,3
"284",2012,"Dontari Poe","Memphis","DT",75.5,346,NA,4.89,44,29.5,105,4.56,7.9,1,1,3
"285",2014,"Khalil Mack","Buffalo","OLB",74.625,251,NA,4.65,23,40,127,4.18,7.08,1,1,3
"286",2009,"Connor Barwin","Cincinnati","OLB",75.625,256,NA,4.59,21,40.5,128,4.18,6.87,1,1,3
"287",2014,"C.J. Mosley","Alabama","ILB",74,234,NA,4.65,NA,35,116,4.4,7.3,1,1,3
"288",2012,"Vontaze Burfict","Arizona State","ILB",73.375,248,NA,5,NA,30,104,NA,NA,1,1,3
"289",2016,"Xavien Howard","Baylor","CB",72.125,201,NA,4.58,11,33,122,4.15,7.18,1,1,3
"290",2015,"Byron Jones","Connecticut","CB",72.625,199,33,4.49,NA,44.5,147,3.94,6.78,1,1,3
"291",2014,"Kyle Fuller","Virginia Tech","CB",71.75,190,NA,4.49,12,38.5,127,4.19,6.9,1,1,3
"292",2012,"Janoris Jenkins","North Alabama","CB",70,193,NA,4.41,NA,33.5,121,4.13,6.95,1,1,3
"293",2010,"Devin McCourty","Rutgers","CB",70.75,193,NA,4.38,16,36,126,4.07,6.7,1,1,3
"294",2010,"Alterraun Verner","UCLA","CB",70.125,189,NA,4.52,11,32,116,4.12,6.7,1,1,3
"295",2008,"Brandon Flowers","Virginia Tech","CB",69.75,189,NA,4.59,14,30,117,NA,NA,1,1,3
"296",2005,"Carlos Rogers","Auburn","CB",72.375,196,NA,4.45,15,40.5,126,3.82,6.48,1,1,3
"297",1992,"Darryl Williams","Miami (FL)","FS",72.5,191,NA,NA,12,33,NA,NA,NA,1,1,3
"298",1989,"Carnell Lake","UCLA","FS",72.8,205,NA,4.36,15,35.5,117,4.29,NA,1,1,3
"299",1988,"Chuck Cecil","Arizona","FS",71.8,184,NA,NA,6,NA,NA,NA,NA,1,1,3
"300",2015,"Landon Collins","Alabama","SS",72,228,17,4.53,NA,35,120,4.33,7.38,3,0,3
"301",2006,"Donte Whitner","Ohio State","SS",70.1,204,NA,4.44,18,40,132,NA,NA,1,1,3
"302",2002,"Michael Lewis","Colorado","SS",73.1,211,NA,4.56,16,36.5,121,4.14,6.96,1,1,3
"303",2002,"Roy Williams","Oklahoma","SS",72.4,219,NA,4.53,13,30.5,111,NA,NA,3,0,3
"304",2000,"Mike Brown","Nebraska","SS",69.9,204,NA,4.6,14,36,116,4.01,6.93,1,1,3
"305",2017,"Deshaun Watson","Clemson","QB",74.125,221,20,4.66,NA,32.5,119,4.31,6.95,2,0,2
"306",2016,"Jared Goff","California","QB",76,215,36,4.82,NA,27,110,4.47,7.17,2,0,2
"307",2016,"Dak Prescott","Mississippi State","QB",74.25,226,NA,4.79,NA,32.5,116,4.32,7.11,2,0,2
"308",2012,"Kirk Cousins","Michigan State","QB",74.625,214,33,4.84,NA,28.5,109,4.5,7.05,2,0,2
"309",2006,"Vince Young","Texas","QB",76.6,229,15,4.48,NA,NA,NA,NA,NA,2,0,2
"310",2004,"Matt Schaub","Virginia","QB",77.6,243,30,5.05,NA,30.5,110,4.62,7.65,2,0,2
"311",2000,"Marc Bulger","West Virginia","QB",73.6,208,29,4.96,NA,NA,100,4.34,7.46,2,0,2
"312",1995,"Kerry Collins","Penn State","QB",77,240,NA,NA,NA,NA,NA,NA,NA,2,0,2
"313",1993,"Trent Green","Indiana","QB",74.5,211,NA,4.92,NA,32.5,116,4.2,NA,2,0,2
"314",1992,"Brad Johnson","Florida State","QB",76.5,218,NA,5.02,NA,29.5,110,4.29,NA,2,0,2
"315",1988,"Chris Chandler","Washington","QB",75.9,211,NA,4.87,10,30,102,4.4,NA,2,0,2
"316",2015,"Melvin Gordon","Wisconsin","RB",72.625,215,20,4.52,19,35,126,4.07,7.04,2,0,2
"317",2011,"Dion Lewis","Pittsburgh","RB",66.625,193,NA,4.56,17,34.5,112,4.18,6.9,0,1,2
"318",2006,"Reggie Bush","Southern California","RB",70.875,201,NA,NA,NA,NA,NA,NA,NA,0,1,2
"319",2005,"Darren Sproles","Kansas State","RB",66.125,187,NA,4.49,23,33,102,3.96,6.96,2,0,2
"320",1991,"Jon Vaughn","Michigan","RB",69.4,203,NA,NA,NA,NA,NA,NA,NA,0,1,2
"321",1988,"Robert Delpino","Missouri","RB",71.4,201,NA,4.54,13,34,120,4.15,NA,0,1,2
"322",2009,"Percy Harvin","Florida","WR",71.125,192,12,4.39,19,NA,NA,NA,NA,0,1,2
"323",2008,"DeSean Jackson","California","WR",69.75,169,NA,4.4,NA,NA,120,NA,NA,2,0,2
"324",2006,"Miles Austin","Monmouth (NJ)","WR",74.125,215,NA,4.5,21,40.5,123,4.14,7.09,2,0,2
"325",2006,"Greg Jennings","Western Michigan","WR",71.125,197,NA,4.47,NA,36.5,117,4.16,6.68,2,0,2
"326",1998,"Az-Zahir Hakim","San Diego State","WR",69.6,179,NA,4.45,NA,36,122,4.25,7.44,0,1,2
"327",2016,"Hunter Henry","Arkansas","TE",76.875,250,NA,NA,13,NA,NA,NA,NA,0,1,2
"328",2016,"Austin Hooper","Stanford","TE",75.75,254,NA,4.72,19,33,117,4.32,7,2,0,2
"329",2011,"Kyle Rudolph","Notre Dame","TE",78.125,259,NA,NA,NA,NA,NA,NA,NA,2,0,2
"330",2011,"Julius Thomas","Portland State (OR)","TE",76.625,246,NA,4.64,16,35.5,111,4.31,6.96,2,0,2
"331",2010,"Jermaine Gresham","Oklahoma","TE",77.25,261,NA,4.66,20,35,113,4.53,7.07,2,0,2
"332",2009,"Jared Cook","South Carolina","TE",77,246,NA,4.49,23,41,123,NA,NA,2,0,2
"333",2006,"Owen Daniels","Wisconsin","TE",75.375,253,NA,4.66,23,34.5,114,4.1,6.87,2,0,2
"334",2005,"Heath Miller","Virginia","TE",77,256,NA,NA,NA,NA,NA,NA,NA,2,0,2
"335",2004,"Chris Cooley","Utah State","TE",75.5,265,NA,4.86,22,33,115,4.19,7.21,2,0,2
"336",1990,"Jackie Harris","Louisiana-Monroe","TE",75,231,NA,4.85,7,31.5,114,4.38,NA,0,1,2
"337",1987,"Robert Awalt","San Diego State","TE",77,239,NA,4.86,NA,28,108,4.45,NA,0,1,2
"338",2016,"Laremy Tunsil","Mississippi","OT",77,310,NA,NA,NA,NA,NA,NA,NA,0,1,2
"339",2014,"Taylor Lewan","Michigan","OT",79.125,309,NA,4.87,29,30.5,116,4.49,7.39,0,1,2
"340",2010,"Trent Williams","Oklahoma","OT",76.625,315,NA,4.81,23,34.5,113,4.63,7.64,0,1,2
"341",2007,"Joe Thomas","Wisconsin","OT",78.63,311,NA,4.94,28,33,110,4.88,7.95,0,1,2
"342",2006,"Andrew Whitworth","Louisiana State","OT",79,334,NA,5.17,28,30.5,112,4.83,8.23,0,1,2
"343",2008,"John Sullivan","Notre Dame","C",75.5,301,NA,5.4,21,30,103,4.55,7.62,0,1,2
"344",1989,"Courtney Hall","Rice (TX)","C",73.6,269,NA,5.13,36,35,117,4.54,NA,0,1,2
"345",2015,"Trey Flowers","Arkansas","DE",74.125,266,NA,4.93,28,36.5,121,4.4,7.34,0,1,2
"346",2015,"Za'Darius Smith","Kentucky","DE",76.5,274,NA,4.83,23,29,113,4.66,7.42,0,1,2
"347",2014,"Jadeveon Clowney","South Carolina","DE",77.25,266,NA,4.53,21,37.5,123,4.43,7.27,2,0,2
"348",2012,"Olivier Vernon","Miami (FL)","DE",74.125,261,NA,4.73,31,34.5,122,4.5,7.39,0,1,2
"349",2011,"Cameron Heyward","Ohio State","DE",76.625,294,NA,4.92,NA,30,NA,NA,NA,2,0,2
"350",2010,"Carlos Dunlap","Florida","DE",77.75,278,NA,4.68,21,31.5,111,4.61,7.21,2,0,2
"351",2007,"Charles Johnson","Georgia","DE",74.25,270,NA,4.85,33,34,118,NA,7.5,0,1,2
"352",2007,"Ray McDonald","Florida","DE",75.375,276,NA,NA,NA,NA,NA,NA,NA,0,1,2
"353",2006,"Elvis Dumervil","Louisville","DE",71.38,257,NA,4.78,30,NA,NA,NA,NA,2,0,2
"354",1992,"Reggie White","North Carolina A&T","DE",76,293,NA,5.26,18,24,102,4.64,NA,0,1,2
"355",1988,"Neil Smith","Nebraska","DE",76.3,257,NA,4.65,NA,32.5,124,4.57,NA,0,1,2
"356",2016,"D.J. Reader","Clemson","DT",74.625,327,NA,5.33,30,29.5,99,4.71,7.9,0,1,2
"357",2010,"Linval Joseph","East Carolina (NC)","DT",76.5,328,NA,5.09,39,30,100,4.71,8.12,2,0,2
"358",2007,"Alan Branch","Michigan","DT",77.75,324,NA,5.11,33,27.5,107,NA,NA,0,1,2
"359",2006,"Brodrick Bunkley","Florida State","DT",74.75,306,NA,4.96,44,32.5,113,NA,NA,0,1,2
"360",2005,"Jonathan Babineaux","Iowa","DT",74.125,286,NA,4.9,21,29.5,109,4.57,7.7,0,1,2
"361",2002,"John Henderson","Tennessee","DT",78.9,306,NA,4.87,24,27.5,106,4.66,7.71,0,1,2
"362",2000,"Chris Hovan","Boston College","DT",74.4,305,NA,5,35,30,101,4.16,6.85,0,1,2
"363",1999,"Kelly Gregg","Oklahoma","DT",72.4,302,NA,5.34,26,24,96,4.45,7.72,0,1,2
"364",1997,"Trevor Pryce","Clemson","DT",77.8,282,NA,5.01,17,29.5,110,4.61,7.93,0,1,2
"365",1997,"Pat Williams","Texas A&M","DT",75.1,288,NA,4.9,24,26.5,93,4.72,8.36,0,1,2
"366",1992,"Keith Hamilton","Pittsburgh","DT",77.4,279,NA,5.12,12,29.5,99,4.41,NA,0,1,2
"367",1991,"Ted Washington","Louisville","DT",76.3,303,NA,NA,16,NA,NA,NA,NA,0,1,2
"368",1987,"Henry Thomas","Louisiana State","DT",73.8,268,NA,4.95,18,27,98,4.67,NA,0,1,2
"369",2014,"Anthony Barr","UCLA","OLB",76.875,255,NA,4.66,15,34.5,117,4.19,6.82,2,0,2
"370",2013,"Jamie Collins","Southern Mississippi","OLB",75.5,250,17,4.64,19,41.5,139,4.32,7.1,0,1,2
"371",2012,"Lavonte David","Nebraska","OLB",72.625,233,NA,4.57,19,36.5,119,4.22,7.28,0,1,2
"372",2010,"Sean Weatherspoon","Missouri","OLB",73.25,239,NA,4.62,34,40,123,4.38,6.99,0,1,2
"373",2008,"Erin Henderson","Maryland","OLB",74.75,244,NA,4.8,23,31,113,4.5,7.16,0,1,2
"374",2005,"Kevin Burnett","Tennessee","OLB",74.875,239,NA,4.61,20,36,119,NA,NA,0,1,2
"375",2005,"Derrick Johnson","Texas","OLB",75.25,242,NA,4.54,NA,37.5,120,3.87,7.2,0,1,2
"376",1999,"Joey Porter","Colorado State","OLB",74.5,241,NA,4.68,27,39,122,4.41,7.37,0,1,2
"377",1997,"Dwayne Rudd","Alabama","OLB",73.9,242,NA,4.65,29,39.5,115,4.23,7.21,0,1,2
"378",1995,"Derrick Brooks","Florida State","OLB",72.3,229,NA,4.71,NA,NA,NA,NA,NA,0,1,2
"379",2007,"David Harris","Michigan","ILB",74.25,243,NA,4.6,23,33,107,4.29,7.25,0,1,2
"380",2006,"Stephen Tulloch","North Carolina State","ILB",70.75,241,NA,4.93,27,33.5,113,4.15,7.19,0,1,2
"381",2005,"Lofa Tatupu","Southern California","ILB",71.875,238,NA,4.84,23,35,113,4.16,7.31,0,1,2
"382",2001,"Kendrell Bell","Georgia","ILB",73.3,234,NA,4.62,24,38.5,124,4.5,7.25,0,1,2
"383",1999,"Al Wilson","Tennessee","ILB",71.8,239,NA,4.56,17,33,116,4.25,7.31,0,1,2
"384",1998,"Jeremiah Trotter","Stephen F. Austin (TX)","ILB",72.5,261,NA,4.68,32,34,117,4.14,7.62,0,1,2
"385",1988,"Ken Norton","UCLA","ILB",73.8,230,NA,4.56,21,32,114,4.37,NA,0,1,2
"386",2013,"Tyrann Mathieu","Louisiana State","CB",68.75,186,NA,4.5,4,34,117,4.14,6.87,0,1,2
"387",2013,"Darius Slay","Mississippi State","CB",71.875,192,10,4.36,14,35.5,124,4.21,6.9,2,0,2
"388",2012,"Josh Norman","Coastal Carolina (SC)","CB",72.25,197,NA,4.61,14,33,124,4.23,7.09,0,1,2
"389",2009,"Sean Smith","Utah","CB",75.5,214,NA,4.5,10,34,119,4.15,6.92,0,1,2
"390",2009,"Lardarius Webb","Nicholls State (LA)","CB",69.75,179,NA,4.35,15,36.5,121,4.1,6.77,0,1,2
"391",2008,"Orlando Scandrick","Boise State","CB",70,192,NA,4.36,NA,33.5,125,NA,6.83,0,1,2
"392",2007,"Leon Hall","Michigan","CB",71.25,193,NA,4.42,15,37.5,125,4.07,6.5,0,1,2
"393",1999,"Chris McAlister","Arizona","CB",73.1,206,NA,4.53,NA,38,121,4.08,6.9,0,1,2
"394",1997,"Sam Madison","Louisville","CB",71.1,181,NA,4.61,8,36.5,119,4.16,7.19,0,1,2
"395",1988,"Eric Allen","Arizona State","CB",69.8,181,NA,4.46,14,30.5,112,4.19,NA,0,1,2
"396",1988,"Cris Dishman","Purdue","CB",72,173,NA,4.42,7,32.5,117,4.34,NA,0,1,2
"397",2007,"Dashon Goldson","Washington","FS",74,205,NA,4.64,12,34.5,115,4.46,7.37,2,0,2
"398",2007,"Brandon Meriweather","Miami (FL)","FS",70.625,195,NA,4.5,11,35,111,4.33,7.06,2,0,2
"399",2007,"Reggie Nelson","Florida","FS",71.375,198,NA,4.51,NA,34.5,NA,NA,NA,2,0,2
"400",2006,"Antoine Bethea","Howard (DC)","FS",71,203,NA,4.42,19,36.5,127,4.11,6.99,2,0,2
"401",2006,"Harrison Smith","California","FS",73.625,200,NA,NA,NA,NA,NA,NA,NA,2,0,2
"402",1991,"Stanley Richard","Texas","FS",73.4,199,NA,4.49,9,37,122,4.2,NA,0,1,2
"403",2010,"T.J. Ward","Oregon","SS",70.5,211,NA,4.56,19,34,121,NA,NA,2,0,2
"404",1996,"Brian Dawkins","Clemson","SS",71.4,189,NA,4.63,19,35,120,4.39,NA,2,0,2
"405",1990,"Robert Blackmon","Baylor","SS",71.3,198,NA,4.59,12,33.5,119,4.27,NA,0,1,2
"406",1988,"Bennie Blades","Miami (FL)","SS",72.6,216,NA,4.53,15,33,121,4.18,NA,0,1,2
"407",2017,"Mitchell Trubisky","North Carolina","QB",74.125,222,25,4.67,NA,27.5,116,4.25,6.87,1,0,1
"408",2015,"Jameis Winston","Florida State","QB",75.75,231,27,4.97,NA,28.5,103,4.36,7.16,1,0,1
"409",2014,"Teddy Bridgewater","Louisville","QB",74.125,214,20,NA,NA,30,112,4.2,7.17,1,0,1
"410",2012,"Nick Foles","Arizona","QB",77,243,29,5.03,NA,30.5,112,NA,NA,1,0,1
"411",2012,"Robert Griffin","Baylor","QB",74.375,223,24,4.33,NA,39,120,NA,NA,1,0,1
"412",2012,"Ryan Tannehill","Texas A&M","QB",75.875,221,34,4.65,NA,NA,NA,NA,NA,1,0,1
"413",2011,"Tyrod Taylor","Virginia Tech","QB",72.75,217,NA,4.47,NA,37.5,126,4.09,6.78,1,0,1
"414",2009,"Matthew Stafford","Georgia","QB",74.25,225,38,4.81,NA,30.5,107,4.47,7.06,1,0,1
"415",2006,"Jay Cutler","Vanderbilt","QB",75.25,226,26,4.81,23,NA,NA,4.26,7.1,1,0,1
"416",2005,"Derek Anderson","Oregon State","QB",78.125,242,23,5.06,NA,29,101,4.62,7.67,1,0,1
"417",2002,"David Garrard","East Carolina (NC)","QB",73.9,235,14,4.83,NA,33.5,110,4.26,7.35,1,0,1
"418",1997,"Jake Plummer","Arizona State","QB",74.3,195,NA,4.96,NA,30,111,4.29,7.3,1,0,1
"419",1995,"Kordell Stewart","Colorado","QB",73.5,212,NA,4.52,NA,36,125,4.13,NA,1,0,1
"420",1994,"Trent Dilfer","Frenso State (CA)","QB",75.3,228,NA,NA,NA,NA,NA,NA,NA,1,0,1
"421",1994,"Gus Frerotte","Tulsa (OK)","QB",75,221,NA,5.04,NA,26,102,4.79,NA,1,0,1
"422",1993,"Elvis Grbac","Michigan","QB",77.1,232,NA,4.81,NA,31.5,112,4.5,NA,1,0,1
"423",1992,"Jeff Blake","East Carolina (NC)","QB",71.8,202,NA,4.86,NA,30.5,115,4.6,NA,1,0,1
"424",1990,"Neil O'Donnell","Maryland","QB",74.3,217,NA,4.89,NA,32.5,109,4.03,NA,1,0,1
"425",1987,"Steve Beuerlein","Notre Dame","QB",74.4,203,NA,5.1,3,23,93,4.63,NA,1,0,1
"426",1987,"Chris Miller","Oregon","QB",73.4,190,NA,4.74,NA,30.5,117,4.35,NA,1,0,1
"427",2018,"Phillip Lindsay","Colorado","RB",67.25,184,NA,NA,NA,NA,NA,NA,NA,1,0,1
"428",2017,"James Conner","Pittsburgh","RB",73.25,233,NA,4.65,20,29,113,NA,NA,1,0,1
"429",2017,"Kareem Hunt","Toledo","RB",70.5,216,NA,4.62,18,36.5,119,NA,NA,1,0,1
"430",2017,"Christian McCaffrey","Stanford","RB",71.25,202,21,4.48,10,37.5,121,4.22,6.57,1,0,1
"431",2016,"Derrick Henry","Alabama","RB",74.625,247,NA,4.54,22,37,130,4.38,7.2,1,0,1
"432",2016,"Jordan Howard","Indiana","RB",71.875,230,NA,NA,16,34,122,NA,NA,1,0,1
"433",2015,"David Johnson","Northern Iowa","RB",72.625,224,NA,4.5,25,41.5,127,4.27,6.82,1,0,1
"434",2013,"C.J. Anderson","California","RB",68.125,224,NA,4.6,17,32,119,4.12,7.15,1,0,1
"435",2013,"Latavius Murray","Central Florida","RB",74.625,223,NA,NA,NA,NA,NA,NA,NA,1,0,1
"436",2012,"Lamar Miller","Miami (FL)","RB",70.75,212,NA,4.34,NA,33,NA,NA,NA,1,0,1
"437",2010,"Ryan Mathews","Frenso State (CA)","RB",71.625,218,16,4.37,19,36,121,4.33,7,1,0,1
"438",2008,"Justin Forsett","California","RB",68,194,NA,NA,26,26.5,112,NA,6.96,1,0,1
"439",2006,"Joseph Addai","Louisiana State","RB",71.25,214,NA,4.43,18,37,125,4.47,7.09,1,0,1
"440",2006,"Gerald Riggs","Michigan State","RB",70.875,232,NA,NA,NA,NA,NA,NA,NA,1,0,1
"441",2005,"Ronnie Brown","Auburn","RB",72.25,233,NA,4.46,18,34,117,4.08,7.1,1,0,1
"442",2001,"Michael Bennett","Wisconsin","RB",69.3,207,NA,4.44,13,39.5,130,NA,NA,1,0,1
"443",2001,"Travis Henry","Tennessee","RB",69.1,223,NA,4.61,23,35.5,NA,NA,NA,1,0,1
"444",2001,"Rudi Johnson","Auburn","RB",69.6,227,NA,4.57,24,37.5,119,4.22,7.32,1,0,1
"445",1994,"Charlie Garner","Tennessee","RB",69.1,182,NA,NA,NA,NA,NA,NA,NA,1,0,1
"446",1990,"Harold Green","South Carolina","RB",73.5,216,NA,4.74,16,32,118,4.25,NA,1,0,1
"447",1988,"Lorenzo White","Michigan State","RB",70.6,207,NA,NA,NA,NA,NA,NA,NA,1,0,1
"448",2019,"Mecole Hardman","Georgia","WR",70.25,187,NA,4.33,17,36.5,119,NA,NA,1,0,1
"449",2019,"Stanley Morgan","Nebraska","WR",72,202,NA,4.53,14,38.5,125,4.13,6.78,1,0,1
"450",2018,"DJ Chark","Louisiana State","WR",74.875,199,NA,4.34,16,40,129,NA,NA,1,0,1
"451",2018,"Courtland Sutton","Southern Methodist (TX)","WR",75.375,218,NA,4.54,18,35.5,124,4.11,6.57,1,0,1
"452",2017,"Kenny Golladay","Northern Illinois","WR",75.75,218,NA,4.5,18,35.5,120,4.15,7,1,0,1
"453",2017,"JuJu Smith-Schuster","Southern California","WR",73.25,215,NA,4.54,15,32.5,120,5.01,NA,1,0,1
"454",2014,"Allen Robinson","Penn State","WR",74.625,220,NA,4.6,NA,39,126,4,7,1,0,1
"455",2013,"Cordarrelle Patterson","Tennessee","WR",73.875,216,11,4.42,NA,37,128,NA,NA,1,0,1
"456",2012,"Alshon Jeffery","South Carolina","WR",74.875,216,NA,4.48,NA,NA,NA,NA,NA,1,0,1
"457",2010,"Andre Roberts","Citadel (SC)","WR",70.875,195,NA,4.4,15,36,120,4.15,6.77,1,0,1
"458",2010,"Golden Tate","Notre Dame","WR",70.25,199,NA,4.42,17,35,120,4.34,7.12,1,0,1
"459",2009,"Mike Wallace","Mississippi","WR",72.375,199,NA,4.28,14,40,129,4.27,6.9,1,0,1
"460",2006,"Devin Hester","Miami (FL)","WR",70.63,190,NA,4.46,16,38,124,NA,NA,1,0,1
"461",2002,"Javon Walker","Florida State","WR",74.8,210,NA,4.4,NA,39.5,124,4.05,6.86,1,0,1
"462",2001,"Chris Chambers","Wisconsin","WR",71.6,210,NA,4.33,NA,45,134,4,NA,1,0,1
"463",2000,"Laveranues Coles","Florida State","WR",71.3,192,NA,4.48,NA,34,115,4.39,6.89,1,0,1
"464",1990,"Fred Barnett","Arizona State","WR",72.5,203,NA,4.44,NA,40.5,129,4.36,NA,1,0,1
"465",1987,"Curtis Duncan","Northwestern","WR",70.3,180,NA,4.44,12,31,117,4.56,NA,1,0,1
"466",2018,"Mark Andrews","Oklahoma","TE",77.125,256,NA,4.67,17,31,113,4.38,7.34,1,0,1
"467",2014,"Eric Ebron","North Carolina","TE",76.375,250,16,4.6,24,32,120,NA,NA,1,0,1
"468",2013,"Tyler Eifert","Notre Dame","TE",77.5,250,23,4.68,22,35.5,119,4.32,6.92,1,0,1
"469",2013,"Jordan Reed","Florida","TE",74.5,236,NA,4.72,16,NA,NA,NA,NA,1,0,1
"470",2011,"Jordan Cameron","Southern California","TE",77.25,254,NA,4.53,23,37.5,119,4.03,6.82,1,0,1
"471",2009,"Zach Miller","Nebraska-Omaha","TE",75.75,233,NA,NA,NA,NA,NA,NA,NA,1,0,1
"472",2008,"Gary Barnidge","Louisville","TE",77.625,243,NA,4.64,22,31,117,4.23,6.92,1,0,1
"473",2008,"Martellus Bennett","Texas A&M","TE",78.125,259,NA,4.75,18,34,118,4.53,7.64,1,0,1
"474",2007,"Zach Miller","Arizona State","TE",76.375,256,NA,4.89,NA,34,115,4.42,7.01,1,0,1
"475",1998,"Stephen Alexander","Oklahoma","TE",76.4,246,NA,4.65,18,35.5,122,4.09,7.48,1,0,1
"476",1995,"Byron Chamberlain","Wayne State (NE)","TE",73.3,225,NA,4.72,NA,33.5,110,4.18,NA,1,0,1
"477",1995,"Ken Dilger","Illinois","TE",76.9,252,NA,NA,17,33.5,112,4.19,NA,1,0,1
"478",1995,"David Sloan","New Mexico","TE",78,254,NA,4.91,20,31,115,4.29,NA,1,0,1
"479",2016,"Ryan Kelly","Alabama","C",76,311,NA,5.03,26,30,103,4.59,7.58,1,0,1
"480",2009,"Eric Wood","Louisville","C",75.875,310,NA,5.19,30,30.5,99,4.51,7.56,1,0,1
"481",2004,"Nick Hardwick","Purdue","C",75.5,295,NA,5.2,27,34,108,4.55,7.72,1,0,1
