"","Draft Year","Team","Draft Round","Pick Number","PlayerID","Games","Avg Value","AV16","Name","Position","College","Height","Weight","Wonderlic","40 YD","Bench","Vert","Broad","Shuttle","3Cone","Pro Bowls","All Pros"
"3236",2008,"DET",2,45,"DizoJo99",28,2,1.14285714285714,"Jordon Dizon","LB","Colorado",71.875,229,NA,4.73,NA,30.5,118,4.35,7.01,NA,NA
"3237",2008,"CHI",7,243,"LaRoJo99",14,1,1.14285714285714,"Joey LaRocque","LB","Oregon State",73.375,226,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3238",2009,"CLE",2,52,"VeikDa99",14,1,1.14285714285714,"David Veikune","LB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3239",2010,"JAX",3,74,"SmitDA99",14,1,1.14285714285714,"D'Anthony Smith","DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3240",2010,"CAR",4,124,"NorwEr99",28,2,1.14285714285714,"Eric Norwood","LB","South Carolina",72.875,242,NA,4.71,NA,36.5,115,4.23,7.08,NA,NA
"3241",2010,"JAX",5,143,"HartLa99",14,1,1.14285714285714,"Larry Hart","DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3242",2011,"HOU",2,60,"HarrBr00",42,3,1.14285714285714,"Brandon Harris","DB","Miami (FL)",69.5,191,NA,4.46,13,35.5,113,4.12,6.77,NA,NA
"3243",2012,"SF",1,30,"JenkA.00",28,2,1.14285714285714,"A.J. Jenkins","WR","Illinois",72.25,190,NA,4.37,12,38.5,124,NA,NA,NA,NA
"3244",2012,"GB",4,133,"McMiJe00",28,2,1.14285714285714,"Jerron McMillian","DB","Maine",71.125,203,NA,4.47,17,36.5,120,4.22,6.69,NA,NA
"3245",2012,"ATL",7,249,"RobeTr00",14,1,1.14285714285714,"Travian Robertson","DL","South Carolina",76.125,302,NA,5.12,30,26,102,NA,NA,NA,NA
"3246",2013,"NYG",3,81,"MoorDa01",56,4,1.14285714285714,"Damontre Moore","DL","Texas A&M",76.5,250,18,4.95,12,35.5,122,NA,NA,NA,NA
"3247",2014,"NYG",5,152,"BerhNa00",42,3,1.14285714285714,"Nat Berhe","DB","San Diego State",70.5,193,NA,4.71,15,35.5,116,4.22,7.08,NA,NA
"3248",2014,"NO",5,169,"PoweRo01",14,1,1.14285714285714,"Ronald Powell","LB","Florida",75.125,237,NA,4.65,21,35.5,113,NA,NA,NA,NA
"3249",2014,"TEN",6,178,"MettZa00",14,1,1.14285714285714,"Zach Mettenberger","QB","Louisiana State",76.875,224,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3250",2014,"MIN",7,225,"PricJa00",14,1,1.14285714285714,"Jabari Price","DB","North Carolina",70.625,200,NA,4.45,16,NA,NA,4.3,7.04,NA,NA
"3251",2015,"SEA",5,170,"SmitTy01",28,2,1.14285714285714,"Tye Smith","DB","Towson (MD)",72.125,195,NA,4.6,15,36.5,124,3.96,6.97,NA,NA
"3252",2015,"NO",7,230,"MurpMa03",28,2,1.14285714285714,"Marcus Murphy","RB","Missouri",68.625,193,NA,4.61,11,29,109,4.4,NA,NA,NA
"3253",2016,"KC",6,178,"WhitD.00",14,1,1.14285714285714,"D.J. White","DB","Georgia Tech",70.875,193,NA,4.49,17,33,132,4.33,7.18,NA,NA
"3254",2017,"CAR",5,152,"EldeCo00",14,1,1.14285714285714,"Corn Elder","DB","Miami (FL)",70.125,183,NA,4.55,NA,NA,NA,NA,NA,NA,NA
"3255",2018,"TEN",5,152,"CruiDa00",28,2,1.14285714285714,"Dane Cruikshank","DB","Arizona",73.25,206,NA,4.41,25,38.5,121,4.24,6.89,NA,NA
"3256",2019,"GB",5,150,"KekeKi00",14,1,1.14285714285714,"Kingsley Keke","DL","Texas A&M",74.625,288,NA,4.95,NA,31.5,111,4.46,7.55,NA,NA
"3257",2019,"HOU",5,161,"OmenCh00",14,1,1.14285714285714,"Charles Omenihu","DL","Texas",77.375,280,NA,4.92,NA,36.5,115,4.36,7.48,NA,NA
"3258",2019,"TEN",6,188,"LongDa04",14,1,1.14285714285714,"David Long Jr.","LB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3259",2002,"WAS",3,79,"BaumRa20",43,3,1.11627906976744,"Rashad Bauman","DB","Oregon",68.3,186,NA,4.47,10,39,117,NA,NA,NA,NA
"3260",2015,"DAL",7,246,"SwaiGe00",43,3,1.11627906976744,"Geoff Swaim","TE","Texas",76.375,252,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3261",2004,"TEN",3,92,"GardRi20",29,2,1.10344827586207,"Rich Gardner","DB","Penn State",70.6,199,NA,4.49,11,36.5,123,3.91,6.91,NA,NA
"3262",2004,"BAL",6,199,"MoorCl00",29,2,1.10344827586207,"Clarence Moore","WR","Northern Arizona",78,211,NA,4.55,NA,34,122,4.21,6.84,NA,NA
"3263",2004,"TEN",7,230,"ClauJa20",29,2,1.10344827586207,"Jared Clauss","DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3264",2005,"CLE",5,139,"McMiDa20",29,2,1.10344827586207,"David McMillan","DL","Kansas",75,262,NA,4.58,16,34,120,4.07,7.11,NA,NA
"3265",2008,"BUF",7,251,"CoxxKe20",29,2,1.10344827586207,"Kennard Cox","DB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3266",2015,"KC",5,173,"O'ShJa00",58,4,1.10344827586207,"James O'Shaughnessy","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3267",2016,"BAL",4,107,"MoorCh00",58,4,1.10344827586207,"Chris Moore","WR","Cincinnati",73,206,NA,4.53,10,37,130,4.2,6.76,NA,NA
"3268",2011,"DEN",7,204,"GreeVi00",131,9,1.09923664122137,"Virgil Green","TE","Nevada",75.375,249,NA,4.54,23,42.5,130,4.4,6.9,NA,NA
"3269",2014,"PIT",6,215,"McCuDa00",73,5,1.0958904109589,"Daniel McCullers","DL","Tennessee",78.75,352,NA,5.18,27,20.5,104,NA,NA,NA,NA
"3270",2006,"BUF",1,26,"McCaJo22",44,3,1.09090909090909,"John McCargo","DL","North Carolina State",73.5,302,NA,5.19,25,30.5,110,4.48,7.79,NA,NA
"3271",2016,"DAL",6,212,"FrazKa00",44,3,1.09090909090909,"Kavon Frazier","DB","Central Michigan",71.875,217,NA,NA,18,NA,NA,NA,NA,NA,NA
"3272",2006,"ARI",3,72,"PopeLe00",103,7,1.0873786407767,"Leonard Pope","TE","Georgia",79.75,258,NA,4.67,22,37.5,118,4.67,7.47,NA,NA
"3273",2001,"TB",7,223,"MerrTh20",15,1,1.06666666666667,"Than Merrill","DB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3274",2002,"NYG",7,245,"MonkQu20",15,1,1.06666666666667,"Quincy Monk","LB","North Carolina",75.4,250,NA,4.8,26,33.5,112,4.38,7.46,NA,NA
"3275",2003,"OAK",2,63,"JohnTe00",30,2,1.06666666666667,"Teyo Johnson","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3276",2004,"MIA",4,102,"PoolWi20",15,1,1.06666666666667,"Will Poole","DB","Southern California",70.4,194,NA,4.47,16,NA,NA,NA,NA,NA,NA
"3277",2004,"CAR",6,196,"TuftSe20",15,1,1.06666666666667,"Sean Tufts","LB","Colorado",76.1,242,NA,4.66,21,34.5,118,3.94,6.94,NA,NA
"3278",2005,"OAK",3,69,"WaltAn00",15,1,1.06666666666667,"Andrew Walter","QB","Arizona State",78.125,233,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3279",2007,"BUF",4,111,"WrigDw01",15,1,1.06666666666667,"Dwayne Wright","RB","Frenso State (CA)",71.5,228,NA,4.69,14,34,115,4.43,7.23,NA,NA
"3280",2008,"GB",4,102,"ThomJe99",15,1,1.06666666666667,"Jeremy Thompson","DL","Wake Forest",76.375,264,NA,4.77,25,32,117,4.23,6.97,NA,NA
"3281",2008,"JAX",5,155,"WillTh99",15,1,1.06666666666667,"Thomas Williams","LB","Southern California",72.875,238,NA,4.89,26,29.5,113,NA,NA,NA,NA
"3282",2009,"DAL",3,69,"WillJa95",60,4,1.06666666666667,"Jason Williams","LB","Western Illinois",73,241,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3283",2009,"PIT",5,168,"BurnJo99",15,1,1.06666666666667,"Joe Burnett","DB","Central Florida",69.375,192,NA,4.58,22,35.5,118,4.25,6.68,NA,NA
"3284",2011,"SD",6,183,"TodmJo00",75,5,1.06666666666667,"Jordan Todman","RB","Connecticut",68.875,203,NA,4.4,25,38,126,4.18,7.24,NA,NA
"3285",2012,"NYJ",6,187,"BushJo00",45,3,1.06666666666667,"Josh Bush","DB","Wake Forest",71.125,208,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3286",2013,"DEN",5,146,"SmitQu00",15,1,1.06666666666667,"Quanterus Smith","DL","Western Kentucky",76.75,250,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3287",2014,"PHI",5,141,"HartTa00",15,1,1.06666666666667,"Taylor Hart","DL","Oregon",78.125,281,NA,4.92,21,NA,NA,NA,NA,NA,NA
"3288",2014,"SF",5,170,"ReasKe00",30,2,1.06666666666667,"Keith Reaser","DB","Florida Atlantic",70.75,189,NA,4.43,22,NA,NA,NA,NA,NA,NA
"3289",2015,"DET",4,113,"WrigGa00",15,1,1.06666666666667,"Gabe Wright","DL","Auburn",74.75,300,NA,5.07,34,26.5,100,4.56,7.73,NA,NA
"3290",2015,"SEA",6,209,"GwacOb00",15,1,1.06666666666667,"Obum Gwacham","DL","Oregon State",77.375,246,NA,4.72,22,36,121,4.28,7.28,NA,NA
"3291",2016,"JAX",6,181,"HolmTy01",15,1,1.06666666666667,"Tyrone Holmes","LB","Montana",74.25,253,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3292",2016,"NYG",6,184,"AdamJe01",30,2,1.06666666666667,"Jerell Adams","TE","South Carolina",77.125,247,NA,4.64,NA,32.5,117,4.31,7.05,NA,NA
"3293",2017,"NYJ",4,141,"HansCh00",15,1,1.06666666666667,"Chad Hansen","WR","California",73.75,202,NA,4.53,11,35,119,4.13,6.74,NA,NA
"3294",2017,"NYJ",5,150,"LeggJo00",15,1,1.06666666666667,"Jordan Leggett","TE","Clemson",77,258,NA,NA,18,33,114,4.33,7.12,NA,NA
"3295",2018,"CAR",4,136,"HaynMa01",15,1,1.06666666666667,"Marquis Haynes","LB","Mississippi",74.375,235,NA,4.67,23,32,123,4.45,7.14,NA,NA
"3296",2019,"DEN",5,156,"HollJu00",15,1,1.06666666666667,"Justin Hollins","LB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3297",2019,"LAC",6,200,"EgbuEm00",15,1,1.06666666666667,"Emeke Egbule","LB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3298",2007,"OAK",5,165,"FramEr99",91,6,1.05494505494505,"Eric Frampton","DB","Washington State",71,204,NA,4.65,10,34.5,122,4.17,6.84,NA,NA
"3299",2000,"DET",5,145,"FranTo21",46,3,1.04347826086957,"Todd Franz","DB","Tulsa (OK)",73,199,NA,4.55,14,NA,NA,NA,NA,NA,NA
"3300",2001,"DAL",7,240,"NixxJo20",31,2,1.03225806451613,"John Nix","DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3301",2006,"BAL",5,166,"SypnQu00",31,2,1.03225806451613,"Quinn Sypniewski","TE","Colorado",78.5,268,NA,4.8,20,32.5,114,4.52,7.09,NA,NA
"3302",2006,"KC",6,190,"WebbJe00",31,2,1.03225806451613,"Jeff Webb","WR","San Diego State",74.125,211,NA,4.43,NA,37,126,4.08,6.81,NA,NA
"3303",2008,"ARI",4,116,"IwebKe99",31,2,1.03225806451613,"Kenny Iwebema","DL","Iowa",76,274,NA,5.01,26,29,109,4.75,7.62,NA,NA
"3304",2009,"SD",5,148,"HughBr99",31,2,1.03225806451613,"Brandon Hughes","DB","Oregon State",70.5,182,NA,4.4,8,36.5,128,4.23,6.9,NA,NA
"3305",2012,"KC",7,238,"HemiJu00",31,2,1.03225806451613,"Junior Hemingway","WR","Michigan",72.875,225,NA,4.48,21,35.5,124,3.98,6.59,NA,NA
"3306",2014,"NYJ",3,80,"McDoDe00",31,2,1.03225806451613,"Dexter McDougle","DB","Maryland",70.25,196,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3307",2017,"OAK",7,221,"LuanSh00",31,2,1.03225806451613,"Shalom Luani","DB","Washington State",71.375,202,NA,4.55,12,31,116,4.21,6.87,NA,NA
"3308",2018,"CHI",4,115,"IyieJo00",31,2,1.03225806451613,"Joel Iyiegbuniwe","LB","Western Kentucky",73.375,229,NA,4.6,19,35,117,4.28,7.06,NA,NA
"3309",2018,"SF",5,142,"ReedD.00",31,2,1.03225806451613,"D.J. Reed","DB","Kansas State",69.125,188,NA,4.51,11,36.5,NA,NA,NA,NA,NA
"3310",2018,"BUF",5,154,"NealSi00",31,2,1.03225806451613,"Siran Neal","DB","Jacksonville State (AL)",72,199,NA,4.56,17,40.5,122,4.28,7,NA,NA
"3311",2018,"MIN",5,157,"ConkTy00",31,2,1.03225806451613,"Tyler Conklin","TE","Central Michigan",75,254,NA,4.8,18,38,120,4.23,7.13,NA,NA
"3312",2018,"HOU",6,214,"KalaPe00",31,2,1.03225806451613,"Peter Kalambayi","LB","Stanford",74.625,252,NA,4.57,19,34,121,4.36,7.13,NA,NA
"3313",2012,"BUF",5,147,"CardTa00",78,5,1.02564102564103,"Tank Carder","LB","Texas Christian",74.375,236,NA,4.58,19,34.5,121,4.18,6.89,NA,NA
"3314",2004,"NYJ",7,236,"WashRa20",47,3,1.02127659574468,"Rashad Washington","DB","Kansas State",74.1,223,NA,4.61,14,34,116,4.02,7.06,NA,NA
"3315",2003,"NE",4,117,"KlecDa20",63,4,1.01587301587302,"Dan Klecko","DL","Temple",71.5,283,NA,4.91,26,33.5,111,4.4,7.51,NA,NA
"3316",2005,"BUF",5,156,"KingEr20",63,4,1.01587301587302,"Eric King","DB","Wake Forest",68.5,189,NA,4.49,12,NA,NA,NA,NA,NA,NA
"3317",2000,"DAL",2,49,"GoodDw20",16,1,1,"Dwayne Goodrich","DB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3318",2000,"WAS",3,64,"HarrLl20",16,1,1,"Lloyd Harrison","DB","North Carolina State",70,190,NA,4.57,16,37.5,119,4.25,7.12,NA,NA
"3319",2000,"TEN",7,213,"GreeMi00",32,2,1,"Mike Green","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3320",2001,"CIN",6,168,"JohnRi20",32,2,1,"Riall Johnson","LB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3321",2003,"CIN",5,136,"AbduKh20",16,1,1,"Khalid Abdullah","LB","Mars Hill (NC)",74.1,227,NA,4.63,26,36.5,126,4.17,7.13,NA,NA
"3322",2005,"GB",4,115,"UndeMa20",16,1,1,"Marviel Underwood","DB","San Diego State",70.25,205,NA,4.52,19,38,116,4.21,7.12,NA,NA
"3323",2005,"TB",5,141,"NichDo20",16,1,1,"Donte Nicholson","DB","Oklahoma",73.5,212,NA,4.55,18,NA,NA,NA,NA,NA,NA
"3324",2005,"CLE",6,176,"SpeeNi20",16,1,1,"Nick Speegle","LB","New Mexico",77.125,242,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3325",2006,"NE",4,106,"MillGa01",16,1,1,"Garrett Mills","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3326",2007,"NE",6,180,"RogeJu99",32,2,1,"Justin Rogers","LB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3327",2007,"CLE",7,234,"StepSy20",16,1,1,"Syndric Steptoe","WR","Arizona",68.625,194,NA,4.61,17,33,NA,NA,NA,NA,NA
"3328",2008,"BUF",2,41,"HardJa00",16,1,1,"James Hardy","WR","Indiana",77.38,217,14,4.53,18,31.5,125,4.2,6.84,NA,NA
"3329",2008,"CAR",7,221,"TaylHi99",16,1,1,"Hilee Taylor","LB","North Carolina",74.625,242,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3330",2009,"KC",4,102,"WashDo98",32,2,1,"Donald Washington","DB","Ohio State",72.25,197,NA,4.5,9,45,135,4.2,6.84,NA,NA
"3331",2010,"NYG",6,184,"TracAd99",16,1,1,"Adrian Tracy","DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3332",2010,"OAK",6,190,"GoetTr99",16,1,1,"Travis Goethel","LB","Arizona State",74.5,240,NA,4.81,21,35,111,4.54,6.93,NA,NA
"3333",2010,"SEA",7,236,"DaviDe99",16,1,1,"Dexter Davis","LB","Arizona State",73.5,244,NA,4.62,25,35,109,4.3,7.08,NA,NA
"3334",2013,"BAL",2,56,"BrowAr00",48,3,1,"Arthur Brown","LB","Kansas State",72.375,241,20,4.62,NA,NA,116,NA,NA,NA,NA
"3335",2014,"DEN",5,156,"BarrLa00",32,2,1,"Lamin Barrow","LB","Louisiana State",73.375,237,NA,4.64,22,35,123,4.35,7.24,NA,NA
"3336",2015,"CIN",3,99,"DawsPa00",16,1,1,"Paul Dawson","LB","Texas Christian",72.125,235,20,4.93,21,28,109,4.49,NA,NA,NA
"3337",2015,"NE",5,166,"CardJo00",80,5,1,"Joe Cardona","OL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3338",2015,"JAX",6,180,"BennMi01",16,1,1,"Michael Bennett","DL","Texas A&M",75.5,274,NA,5,24,31,110,NA,NA,3,NA
"3339",2016,"CHI",6,185,"HousDe00",48,3,1,"DeAndre Houston-Carson","DB","William & Mary (VA)",72.75,201,NA,4.54,13,32.5,115,4.28,7.15,NA,NA
"3340",2016,"SF",6,213,"BurbAa00",16,1,1,"Aaron Burbridge","WR","Michigan State",72,206,NA,4.56,20,30.5,115,4.31,7.22,NA,NA
"3341",2017,"SEA",3,106,"DarbAm00",16,1,1,"Amara Darboh","WR","Michigan",73.75,214,NA,4.45,17,36,124,4.26,NA,NA,NA
"3342",2017,"PIT",5,173,"AlleBr01",16,1,1,"Brian Allen","DB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3343",2018,"LAR",4,135,"FranJo02",16,1,1,"John Franklin-Myers","DL","Stephen F. Austin (TX)",76,283,NA,4.75,26,33,113,4.48,7.36,NA,NA
"3344",2018,"LAR",5,147,"KiseMi00",16,1,1,"Micah Kiser","LB","Virginia",72.375,238,NA,4.66,NA,35.5,121,4.24,7.05,NA,NA
"3345",2018,"LAR",7,231,"HowaTr00",16,1,1,"Travin Howard","LB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3346",2018,"GB",7,239,"BradHu00",32,2,1,"Hunter Bradley","OL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3347",2018,"LAR",7,244,"LawlJu00",16,1,1,"Justin Lawler","DL","Southern Methodist (TX)",76.125,263,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3348",2019,"IND",2,49,"BanoBe00",16,1,1,"Ben Banogu","LB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3349",2019,"PHI",2,57,"ArceJJ00",16,1,1,"JJ Arcega-Whiteside","WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3350",2019,"TEN",4,116,"HookAm00",16,1,1,"Amani Hooker","DB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3351",2019,"SEA",4,132,"AmadUg00",16,1,1,"Ugochukwu Amadi","DB","Oregon",69.375,199,NA,4.51,18,32.5,115,4.19,7.21,NA,NA
"3352",2019,"SEA",5,142,"BurrBe00",16,1,1,"Ben Burr-Kirven","LB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3353",2019,"SEA",6,204,"HomeTr00",16,1,1,"Travis Homer","RB","Miami (FL)",70.375,201,NA,4.48,17,39.5,130,4.31,7.07,NA,NA
"3354",2019,"MIN",7,217,"BoydKr00",16,1,1,"Kris Boyd","DB","Texas",71.5,201,NA,4.45,19,36.5,127,4.08,6.94,NA,NA
"3355",2019,"GB",7,226,"SummTy00",16,1,1,"Ty Summers","LB","Texas Christian",73.375,241,NA,4.51,27,36,123,NA,NA,NA,NA
"3356",2006,"TB",3,90,"StovMa00",81,5,0.987654320987654,"Maurice Stovall","WR","Notre Dame",76.38,217,NA,4.59,NA,35,122,4.14,6.81,NA,NA
"3357",2001,"BAL",6,194,"MaesJo20",65,4,0.984615384615385,"Joe Maese","OL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3358",2006,"STL",2,46,"KlopJo00",49,3,0.979591836734694,"Joe Klopfenstein","TE","Colorado",77.75,255,NA,4.65,27,36,112,4.21,7.39,NA,NA
"3359",2004,"TEN",5,165,"ReynRo20",33,2,0.96969696969697,"Robert Reynolds","LB","Ohio State",75.5,251,NA,4.79,18,32.5,116,3.94,7.17,NA,NA
"3360",2003,"NYG",6,211,"TyreDa00",83,5,0.963855421686747,"David Tyree","WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3361",2003,"DET",7,220,"AdamBl20",50,3,0.96,"Blue Adams","DB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3362",2002,"SD",4,103,"PeelJu00",151,9,0.95364238410596,"Justin Peelle","TE","Oregon",76.4,255,NA,4.78,21,29,109,4.29,7.34,NA,NA
"3363",2001,"NE",6,200,"MyerLe20",17,1,0.941176470588235,"Leonard Myers","DB","Miami (FL)",70.3,190,NA,4.57,13,37,120,4.16,7.21,NA,NA
"3364",2003,"SF",7,241,"DorsKe00",17,1,0.941176470588235,"Ken Dorsey","QB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3365",2004,"JAX",3,86,"CordJo20",17,1,0.941176470588235,"Jorge Cordova","LB","Nevada",74,237,NA,4.68,22,35.5,NA,4.17,7.28,NA,NA
"3366",2005,"OAK",6,212,"RiddRy20",17,1,0.941176470588235,"Ryan Riddle","DL","California",73.75,256,NA,4.82,18,NA,NA,NA,NA,NA,NA
"3367",2005,"CHI",7,220,"WilsRo20",51,3,0.941176470588235,"Rod Wilson","DB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3368",2009,"BUF",4,121,"NelsSh00",17,1,0.941176470588235,"Shawn Nelson","TE","Southern Mississippi",77,240,NA,4.52,19,33,115,4.46,6.96,NA,NA
"3369",2010,"PHI",5,134,"SappRi99",17,1,0.941176470588235,"Ricky Sapp","DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3370",2010,"KC",5,142,"ShefCa99",17,1,0.941176470588235,"Cameron Sheffield","DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3371",2011,"NYG",3,83,"JernJe00",34,2,0.941176470588235,"Jerrel Jernigan","WR","Troy (AL)",68.875,185,NA,4.46,11,37.5,117,4.25,7.07,NA,NA
"3372",2011,"PIT",3,95,"BrowCu01",34,2,0.941176470588235,"Curtis Brown","DB","Texas",71.625,185,NA,4.51,10,39.5,128,4,6.59,NA,NA
"3373",2013,"CLE",3,68,"McFaLe00",34,2,0.941176470588235,"Leon McFadden","DB","San Diego State",69.625,193,NA,4.54,10,34.5,119,4.27,6.81,NA,NA
"3374",2013,"CAR",6,182,"BarnKe00",68,4,0.941176470588235,"Kenjon Barner","RB","Oregon",69.25,196,NA,4.52,20,35.5,122,4.2,6.87,NA,NA
"3375",2013,"PHI",7,239,"KingDa00",17,1,0.941176470588235,"David King","DL","Oklahoma",76.25,275,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3376",2014,"NYJ",6,210,"EnemIK00",17,1,0.941176470588235,"IK Enemkpali","DL","Louisiana Tech",72.75,261,NA,4.78,28,34,112,4.65,7.67,NA,NA
"3377",2015,"TEN",7,245,"McBrTr00",17,1,0.941176470588235,"Tre McBride","WR","William & Mary (VA)",72.25,210,NA,4.41,16,38,122,4.08,6.96,NA,NA
"3378",2016,"SD",4,102,"PerrJo01",17,1,0.941176470588235,"Joshua Perry","LB","Ohio State",75.75,254,NA,4.68,20,33.5,124,NA,NA,NA,NA
"3379",2016,"CIN",6,199,"CoreCo00",51,3,0.941176470588235,"Cody Core","WR","Mississippi",74.625,205,NA,4.47,14,31.5,119,NA,NA,NA,NA
"3380",2017,"ARI",3,98,"WillCh05",17,1,0.941176470588235,"Chad Williams","WR","Grambling State (LA)",72.5,207,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3381",2017,"DET",6,205,"LedbJe00",17,1,0.941176470588235,"Jeremiah Ledbetter","DL","Arkansas",74.875,280,NA,4.84,29,32.5,113,4.47,7.55,NA,NA
"3382",2018,"WAS",4,109,"ApkeTr00",17,1,0.941176470588235,"Troy Apke","DB","Penn State",73.25,198,NA,4.34,16,41,131,4.03,6.56,NA,NA
"3383",2018,"NO",5,164,"JameNa00",17,1,0.941176470588235,"Natrell Jamerson","DB","Wisconsin",70.625,198,NA,4.4,25,35.5,120,NA,NA,NA,NA
"3384",2015,"MIN",5,143,"PruiMy00",52,3,0.923076923076923,"MyCole Pruitt","TE","Southern Illinois",74.25,251,NA,4.58,17,38,118,4.37,7.25,NA,NA
"3385",2010,"STL",5,132,"HoomMi00",87,5,0.919540229885057,"Michael Hoomanawanui","TE","Illinois",75.625,264,NA,4.77,25,NA,NA,NA,NA,NA,NA
"3386",2006,"GB",3,67,"HodgAb20",35,2,0.914285714285714,"Abdul Hodge","LB","Iowa",72.38,236,NA,4.82,NA,31,108,4.3,7.09,NA,NA
"3387",2007,"DET",2,58,"AlamIk99",35,2,0.914285714285714,"Ikaika Alama-Francis","DL","Hawaii",77,280,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3388",2011,"OAK",4,113,"ChekCh00",35,2,0.914285714285714,"Chimdi Chekwa","DB","Ohio State",71.75,191,NA,4.38,NA,34.5,126,NA,NA,NA,NA
"3389",2015,"JAX",7,220,"SterNe00",35,2,0.914285714285714,"Neal Sterling","WR","Monmouth (NJ)",75.375,238,NA,4.63,NA,NA,NA,NA,NA,NA,NA
"3390",2001,"STL",4,129,"ManuBr00",158,9,0.911392405063291,"Brandon Manumaleuna","TE","Arizona",74.1,275,NA,5,NA,30,106,4.26,7.49,NA,NA
"3391",2001,"TEN",3,90,"MeieSh00",53,3,0.905660377358491,"Shad Meier","TE","Kansas State",77,256,NA,4.84,20,34,113,4.15,7.14,NA,NA
"3392",2007,"DEN",1,17,"MossJa99",53,3,0.905660377358491,"Jarvis Moss","DL","Florida",78.5,250,NA,4.78,16,30.5,120,NA,NA,NA,NA
"3393",2014,"PHI",1,26,"SmitMa03",53,3,0.905660377358491,"Marcus Smith","LB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3394",2003,"BAL",4,134,"MughOv00",107,6,0.897196261682243,"Ovie Mughelli","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3395",2001,"SD",7,244,"CarsRo20",18,1,0.888888888888889,"Robert Carswell","DB","Clemson",71.9,214,NA,4.59,21,34,106,4.18,7.14,NA,NA
"3396",2003,"DEN",2,51,"PierTe20",18,1,0.888888888888889,"Terry Pierce","LB","Kansas State",73.4,251,NA,4.7,28,27.5,NA,NA,NA,NA,NA
"3397",2005,"MIN",4,112,"FasoCi00",18,1,0.888888888888889,"Ciatrick Fason","RB","Florida",72.75,207,NA,NA,NA,NA,NA,NA,NA,NA,NA
