"","Draft Year","Team","Draft Round","Pick Number","PlayerID","Games","Avg Value","AV16","Name","Position","College","Height","Weight","Wonderlic","40 YD","Bench","Vert","Broad","Shuttle","3Cone","Pro Bowls","All Pros"
"2436",2004,"IND",3,69,"GardGi20",53,8,2.41509433962264,"Gilbert Gardner","LB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2437",2008,"GB",7,209,"FlynMa00",53,8,2.41509433962264,"Matt Flynn","QB","Louisiana State",74.25,231,38,4.81,NA,28,109,4.34,7.21,NA,NA
"2438",2009,"STL",7,211,"OgboCh00",53,8,2.41509433962264,"Chris Ogbonnaya","RB","Texas",71.75,220,NA,4.57,19,35,111,4.29,6.85,NA,NA
"2439",2012,"JAX",3,70,"AngeBr00",126,19,2.41269841269841,"Bryan Anger","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2440",2001,"TEN",6,199,"HaayAd20",20,3,2.4,"Adam Haayer","OL","Minnesota",78.1,298,NA,5.3,23,NA,NA,NA,NA,NA,NA
"2441",2006,"JAX",5,160,"HawkBr20",20,3,2.4,"Brent Hawkins","DL","Illinois State",74.25,244,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2442",2010,"GB",5,154,"QuarAn00",60,9,2.4,"Andrew Quarless","TE","Penn State",76.375,254,NA,4.68,23,32,112,NA,NA,NA,NA
"2443",2011,"GB",1,32,"SherDe00",20,3,2.4,"Derek Sherrod","OL","Mississippi State",77.375,321,NA,5.18,23,28,97,4.63,7.43,NA,NA
"2444",2013,"SEA",5,138,"SimoTh00",20,3,2.4,"Tharold Simon","DB","Louisiana State",74,202,NA,4.51,9,34,128,NA,NA,NA,NA
"2445",2017,"SEA",3,102,"JoneNa00",20,3,2.4,"Nazair Jones","DL","North Carolina",76.625,304,NA,5.11,NA,24.5,101,NA,7.93,NA,NA
"2446",2018,"ARI",1,10,"RoseJo01",20,3,2.4,"Josh Rosen","QB","UCLA",76,226,NA,4.92,NA,31,111,4.28,7.09,NA,NA
"2447",2002,"BUF",3,97,"WireCo20",127,19,2.39370078740157,"Coy Wire","DB","Stanford",71.8,209,NA,4.56,28,38.5,118,3.87,6.62,NA,NA
"2448",2003,"NYG",6,207,"WalkFr20",107,16,2.39252336448598,"Frank Walker","DB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2449",2005,"MIA",4,104,"DaniTr20",107,16,2.39252336448598,"Travis Daniels","DB","Louisiana State",72.625,194,NA,4.59,NA,35,117,3.97,6.95,NA,NA
"2450",2005,"SF",5,137,"FielRo20",87,13,2.39080459770115,"Ronald Fields","DL","Mississippi State",74.375,313,NA,5.16,NA,27,100,4.68,8.01,NA,NA
"2451",2012,"BUF",3,69,"GrahT.00",47,7,2.38297872340426,"T.J. Graham","WR","North Carolina State",71.375,188,NA,4.34,8,33.5,120,4.18,6.77,NA,NA
"2452",2017,"BAL",6,186,"ClarCh00",47,7,2.38297872340426,"Chuck Clark","DB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2453",2002,"NE",1,21,"GrahDa00",148,22,2.37837837837838,"Daniel Graham","TE","Colorado",75.1,248,NA,4.64,NA,36,116,NA,NA,NA,NA
"2454",2006,"ATL",2,37,"WillJi23",27,4,2.37037037037037,"Jimmy Williams","DB","Virginia Tech",74.375,213,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2456",2007,"KC",5,148,"SmitKo00",27,4,2.37037037037037,"Kolby Smith","RB","Louisville",71.25,220,NA,4.52,18,38,114,4.34,7.22,NA,NA
"2457",2006,"CLE",4,110,"WillLe20",61,9,2.36065573770492,"Leon Williams","LB","Miami (FL)",75,245,NA,4.6,25,NA,NA,NA,NA,NA,NA
"2458",2015,"CIN",5,157,"UzomC.00",61,9,2.36065573770492,"C.J. Uzomah","TE","Auburn",77.75,262,NA,4.64,NA,NA,NA,NA,NA,NA,NA
"2459",2013,"ATL",7,243,"IshmKe00",95,14,2.35789473684211,"Kemal Ishmael","DB","Central Florida",70.75,201,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2460",2006,"PHI",6,204,"RamsLa20",34,5,2.35294117647059,"LaJuan Ramsey","DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2461",2008,"SF",7,214,"GranLa99",68,10,2.35294117647059,"Larry Grant","LB","Ohio State",73,235,NA,4.79,20,31.5,113,4.22,6.77,NA,NA
"2462",2013,"TB",5,147,"MeanSt00",34,5,2.35294117647059,"Steven Means","DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2463",2015,"NE",2,64,"RichJo00",68,10,2.35294117647059,"Jordan Richards","DB","Stanford",70.75,211,NA,4.65,13,32,111,4.22,6.74,NA,NA
"2464",2015,"CAR",5,169,"MayoDa00",75,11,2.34666666666667,"David Mayo","LB","Texas State",73,242,NA,4.83,NA,NA,NA,NA,NA,NA,NA
"2465",2006,"TEN",4,102,"LowrCa20",48,7,2.33333333333333,"Calvin Lowry","DB","Penn State",71,200,NA,4.58,15,36,120,4.2,7.16,NA,NA
"2466",2008,"BUF",4,114,"CornRe99",55,8,2.32727272727273,"Reggie Corner","DB","Akron",69.375,180,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2467",2016,"DEN",6,219,"ParkWi01",62,9,2.32258064516129,"Will Parks","DB","Arizona",72.375,204,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2468",2006,"SEA",7,249,"ObomBe00",69,10,2.31884057971015,"Ben Obomanu","WR","Auburn",73,205,NA,4.45,NA,38,116,4.21,7.18,NA,NA
"2469",2008,"BAL",6,206,"NakaHa99",69,10,2.31884057971015,"Haruki Nakamura","DB","Cincinnati",70.625,203,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2470",2013,"DEN",3,90,"WebsKa00",69,10,2.31884057971015,"Kayvon Webster","DB","South Florida",70.5,195,NA,4.41,14,35,125,NA,NA,NA,NA
"2471",2013,"OAK",7,209,"ButlBr00",69,10,2.31884057971015,"Brice Butler","WR","San Diego State",75.25,214,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2472",2013,"HOU",6,201,"GrifRy00",90,13,2.31111111111111,"Ryan Griffin","TE","Connecticut",78.125,261,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2473",2000,"GB",7,252,"MealRo00",14,2,2.28571428571429,"Rondell Mealey","RB","Louisiana State",71.6,212,NA,4.69,NA,33,120,4.15,6.89,NA,NA
"2474",2001,"WAS",6,186,"MondMa20",7,1,2.28571428571429,"Mario Monds","DL","Cincinnati",75.3,342,NA,5.04,NA,28.5,99,4.73,8.06,NA,NA
"2475",2002,"DEN",4,131,"BranSa20",63,9,2.28571428571429,"Sam Brandon","DB","Nevada Las Vegas",74,199,NA,4.72,NA,36.5,124,NA,NA,NA,NA
"2476",2002,"GB",5,164,"NallCr00",7,1,2.28571428571429,"Craig Nall","QB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2477",2003,"MIA",5,156,"LeexDo00",133,19,2.28571428571429,"Donald Lee","TE","Mississippi State",75.3,249,NA,4.79,26,39,120,4.37,7.4,NA,NA
"2478",2004,"MIN",2,48,"ThomDo21",63,9,2.28571428571429,"Dontarrious Thomas","LB","Auburn",74.5,241,NA,4.64,26,38.5,129,4,NA,NA,NA
"2479",2004,"KC",3,93,"FoxxKe20",98,14,2.28571428571429,"Keyaron Fox","LB","Georgia Tech",74.4,227,NA,4.65,28,NA,NA,NA,NA,NA,NA
"2480",2004,"MIA",5,160,"BuaxTo20",7,1,2.28571428571429,"Tony Bua","LB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2481",2004,"NE",7,233,"MortCh20",14,2,2.28571428571429,"Christian Morton","DB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2482",2005,"KC",3,99,"ColqDu20",238,34,2.28571428571429,"Dustin Colquitt","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2483",2005,"NYG",6,186,"MoorEr21",35,5,2.28571428571429,"Eric Moore","DL","Florida State",76.25,268,NA,4.85,22,29.5,105,4.5,7.62,NA,NA
"2484",2006,"MIA",1,16,"AlleJa23",98,14,2.28571428571429,"Jason Allen","DB","Tennessee",72.875,209,NA,4.41,17,39.5,131,3.81,6.75,NA,NA
"2485",2006,"BAL",3,87,"PittDa99",7,1,2.28571428571429,"David Pittman","DB","Northwestern State (LA)",71.25,182,NA,4.49,14,36,128,4.23,NA,NA,NA
"2486",2007,"GB",1,16,"HarrJu99",14,2,2.28571428571429,"Justin Harrell","DL","Tennessee",76.375,300,NA,5.07,24,30.5,108,4.79,7.63,NA,NA
"2487",2007,"SF",4,135,"CoheJo00",7,1,2.28571428571429,"Joe Cohen","DL","Florida",74.5,313,NA,5.14,34,26,NA,NA,NA,NA,NA
"2488",2007,"TB",5,141,"PeteGr99",14,2,2.28571428571429,"Greg Peterson","DL","North Carolina Central",76.875,286,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2489",2008,"WAS",2,51,"KellMa01",21,3,2.28571428571429,"Malcolm Kelly","WR","Oklahoma",75.75,224,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2490",2008,"TB",4,115,"MoorDr99",7,1,2.28571428571429,"Dre Moore","DL","Maryland",76,305,NA,4.93,31,28,105,4.55,7.73,NA,NA
"2491",2008,"IND",6,202,"HartMi00",21,3,2.28571428571429,"Mike Hart","RB","Michigan",68.875,206,NA,4.77,23,28,110,NA,NA,NA,NA
"2492",2009,"SF",3,74,"CoffGl00",14,2,2.28571428571429,"Glen Coffee","RB","Alabama",72.125,209,NA,4.5,24,36,121,4.51,7.35,NA,NA
"2493",2009,"ATL",5,138,"MiddWi98",49,7,2.28571428571429,"William Middleton","DB","Furman (SC)",69.375,193,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2494",2009,"DAL",5,143,"SmitDe98",7,1,2.28571428571429,"DeAngelo Smith","DB","Cincinnati",70.625,194,NA,4.5,17,31.5,109,4.35,7.27,NA,NA
"2495",2009,"JAX",5,144,"DillJa00",21,3,2.28571428571429,"Jarett Dillard","WR","Rice (TX)",70.25,191,NA,4.52,13,42.5,129,4.41,7.1,NA,NA
"2496",2009,"IND",6,201,"PainCu00",14,2,2.28571428571429,"Curtis Painter","QB","Purdue",74.875,225,NA,4.87,NA,29,102,4.48,7,NA,NA
"2497",2009,"ARI",6,204,"DaviWi99",21,3,2.28571428571429,"Will Davis","DL","Illinois",74.125,261,NA,4.84,27,33,115,4.45,7.38,NA,NA
"2498",2010,"BUF",2,41,"TrouTo00",21,3,2.28571428571429,"Torell Troup","DL","Central Florida",74.75,314,NA,5.12,34,29,98,4.73,7.61,NA,NA
"2499",2011,"ARI",6,184,"CartDa01",35,5,2.28571428571429,"David Carter","DL","UCLA",76.5,297,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2500",2011,"MIA",7,231,"KearFr00",35,5,2.28571428571429,"Frank Kearse","DL","Alabama A&M",76,315,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2501",2012,"STL",2,33,"QuicBr00",84,12,2.28571428571429,"Brian Quick","WR","Appalachian State (NC)",75.5,220,NA,4.5,15,34,119,4.23,7.1,NA,NA
"2502",2012,"DET",2,54,"BroyRy00",21,3,2.28571428571429,"Ryan Broyles","WR","Oklahoma",70.125,192,NA,4.57,21,NA,NA,NA,NA,NA,NA
"2503",2012,"PIT",4,109,"Ta'aAl00",21,3,2.28571428571429,"Alameda Ta'amu","DL","Washington",74.5,348,NA,5.3,35,26,103,NA,NA,NA,NA
"2504",2012,"CIN",6,191,"HerrDa00",35,5,2.28571428571429,"Dan Herron","RB","Ohio State",69.75,213,NA,4.57,22,35,117,4.04,6.97,NA,NA
"2505",2013,"CIN",6,197,"HamiCo00",14,2,2.28571428571429,"Cobi Hamilton","WR","Arkansas",73.75,212,NA,4.56,11,29.5,107,4.31,NA,NA,NA
"2506",2014,"SEA",4,108,"MarsCa00",84,12,2.28571428571429,"Cassius Marsh","DL","UCLA",76,252,NA,4.89,14,32,108,4.25,7.08,NA,NA
"2507",2015,"CHI",1,7,"WhitKe00",14,2,2.28571428571429,"Kevin White","WR","West Virginia",74.625,215,NA,4.35,23,36.5,123,4.14,6.92,NA,NA
"2508",2015,"NO",5,167,"SwanDa02",7,1,2.28571428571429,"Damian Swann","DB","Georgia",72,189,NA,4.5,NA,33,118,NA,NA,NA,NA
"2509",2015,"BUF",6,188,"StewTo01",7,1,2.28571428571429,"Tony Steward","LB","Clemson",72.625,230,NA,4.67,NA,NA,NA,NA,NA,NA,NA
"2510",2016,"TEN",5,157,"SimsLe00",56,8,2.28571428571429,"LeShaun Sims","DB","Southern Utah",72.5,203,NA,4.53,11,37,120,4.19,7.08,NA,NA
"2511",2016,"DET",5,169,"WillAn01",14,2,2.28571428571429,"Antwione Williams","LB","Georgia Southern",74.75,240,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2512",2017,"OAK",2,56,"MeliOb00",7,1,2.28571428571429,"Obi Melifonwu","DB","Connecticut",76,224,NA,4.4,17,44,141,NA,NA,NA,NA
"2513",2017,"GB",2,61,"JoneJo06",35,5,2.28571428571429,"Josh Jones","DB","North Carolina State",73.25,220,17,4.41,20,37.5,132,4.27,NA,NA,NA
"2514",2017,"CIN",4,116,"LawsCa00",35,5,2.28571428571429,"Carl Lawson","LB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2515",2017,"LAC",7,225,"RochIs00",35,5,2.28571428571429,"Isaac Rochell","DL","Notre Dame",76.375,280,NA,4.89,25,31.5,114,NA,NA,NA,NA
"2516",2018,"TB",2,53,"StewM.00",21,3,2.28571428571429,"M.J. Stewart","DB","North Carolina",70.875,200,NA,4.54,18,35,118,4.28,6.9,NA,NA
"2517",2018,"NE",2,56,"DawsDu00",14,2,2.28571428571429,"Duke Dawson","DB","Florida",70.625,208,NA,4.46,15,NA,NA,NA,NA,NA,NA
"2518",2018,"CIN",4,112,"WaltMa00",21,3,2.28571428571429,"Mark Walton","RB","Miami (FL)",69.625,202,NA,4.6,18,31.5,118,NA,NA,NA,NA
"2519",2018,"CIN",5,158,"BrowAn05",14,2,2.28571428571429,"Andrew Brown","DL","Virginia",75.375,296,NA,5.03,31,28,101,4.48,7.51,NA,NA
"2520",2018,"MIN",5,167,"CarlDa00",28,4,2.28571428571429,"Daniel Carlson","K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2521",2019,"NE",1,32,"HarrNK00",7,1,2.28571428571429,"N'Keal Harry","WR","Arizona State",74.875,228,NA,4.53,27,38.5,122,NA,NA,NA,NA
"2522",2019,"SEA",2,47,"BlaiMa01",14,2,2.28571428571429,"Marquise Blair","DB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2523",2019,"DAL",2,58,"HillTr00",7,1,2.28571428571429,"Trysten Hill","DL","Central Florida",74.75,308,NA,5.04,28,35,115,4.38,7.7,NA,NA
"2524",2019,"IND",2,59,"CampPa00",7,1,2.28571428571429,"Parris Campbell","WR","Ohio State",71.875,205,NA,4.31,11,40,135,4.03,NA,NA,NA
"2525",2019,"DEN",3,71,"JoneDr00",14,2,2.28571428571429,"Dre'mont Jones","DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2526",2019,"CAR",4,115,"MillCh04",7,1,2.28571428571429,"Christian Miller","LB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2527",2019,"MIN",6,190,"WattAr01",7,1,2.28571428571429,"Armon Watts","DL","Arkansas",76.625,300,NA,5.23,NA,NA,NA,NA,NA,NA,NA
"2528",2019,"PIT",6,207,"GilbUl00",7,1,2.28571428571429,"Ulysees Gilbert III","LB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2529",2019,"WAS",7,227,"MoreJi00",14,2,2.28571428571429,"Jimmy Moreland","DB","James Madison (VA)",69.75,179,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2530",2019,"MIA",7,234,"GaskMy00",7,1,2.28571428571429,"Myles Gaskin","RB","Washington",69.25,205,NA,4.58,24,35.5,118,4.27,7.19,NA,NA
"2531",2005,"NYJ",6,198,"DreeJo00",120,17,2.26666666666667,"Joel Dreessen","TE","Colorado State",76.25,260,NA,4.77,22,36,111,4.01,7.09,NA,NA
"2532",2010,"SF",7,224,"AdamPh00",78,11,2.25641025641026,"Phillip Adams","DB","South Carolina State",70.75,192,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2533",2002,"NYG",2,46,"CartTi00",71,10,2.25352112676056,"Tim Carter","WR","Auburn",71.9,190,NA,4.34,NA,39,124,3.93,6.68,NA,NA
"2534",2007,"WAS",6,179,"BladH.99",64,9,2.25,"H.B. Blades","LB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2535",2012,"PHI",4,123,"BoykBr00",64,9,2.25,"Brandon Boykin","DB","Georgia",69.5,182,NA,4.44,NA,NA,NA,NA,NA,NA,NA
"2536",2015,"BAL",5,171,"BoylNi00",64,9,2.25,"Nick Boyle","TE","Delaware",76.5,268,NA,5.04,20,30.5,112,4.23,7.13,NA,NA
"2537",2016,"NYJ",7,235,"EdwaLa01",64,9,2.25,"Lac Edwards","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2538",2004,"TEN",2,40,"TrouBe00",57,8,2.24561403508772,"Ben Troupe","TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2539",2016,"TB",4,108,"SmitRy00",57,8,2.24561403508772,"Ryan Smith","DB","North Carolina Central",71,189,NA,4.47,18,36,122,4.09,6.88,NA,NA
"2541",2002,"MIN",2,38,"SmitRa20",50,7,2.24,"Raonall Smith","LB","Washington State",74.1,244,NA,4.56,26,42,121,4.11,7.1,NA,NA
"2542",2006,"MIA",3,82,"HagaDe00",100,14,2.24,"Derek Hagan","WR","Arizona State",73.75,208,NA,4.45,NA,36,124,4.07,NA,NA,NA
"2543",2000,"OAK",4,107,"IoanJu20",36,5,2.22222222222222,"Junior Ioane","DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2544",2002,"DAL",5,168,"HuntPe20",36,5,2.22222222222222,"Pete Hunter","DB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2545",2012,"MIN",5,139,"BlanRo00",72,10,2.22222222222222,"Robert Blanton","DB","Notre Dame",72.75,208,NA,4.66,12,34,116,3.97,6.71,NA,NA
"2546",2011,"ARI",3,69,"HousRo01",65,9,2.21538461538462,"Rob Housler","TE","Florida Atlantic",77.375,248,NA,4.46,22,37,117,4.21,6.9,NA,NA
"2547",2013,"SEA",5,158,"WillLu00",94,13,2.21276595744681,"Luke Willson","TE","Rice (TX)",77.375,251,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2548",2002,"ARI",1,12,"BryaWe20",29,4,2.20689655172414,"Wendell Bryant","DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2549",2009,"NYG",3,85,"BardRa00",29,4,2.20689655172414,"Ramses Barden","WR","Cal Poly",78,229,NA,4.55,17,33.5,118,4.26,NA,NA,NA
"2550",2009,"ATL",3,90,"OwenCh99",87,12,2.20689655172414,"Chris Owens","DB","San Jose State",69.75,181,NA,4.51,14,34.5,110,4.16,6.93,NA,NA
"2551",2009,"CIN",5,142,"HubeKe20",174,24,2.20689655172414,"Kevin Huber","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2552",2011,"STL",4,112,"SalaGr00",29,4,2.20689655172414,"Greg Salas","WR","Hawaii",73.125,210,NA,4.53,15,37,120,4.1,6.65,NA,NA
"2553",2013,"BUF",4,105,"WillDu00",58,8,2.20689655172414,"Duke Williams","DB","Nevada",71,203,NA,4.52,13,37.5,126,4,NA,NA,NA
"2554",2013,"GB",7,232,"BarrSa00",29,4,2.20689655172414,"Sam Barrington","LB","South Florida",72.875,246,NA,4.91,22,32.5,117,NA,NA,NA,NA
"2555",2011,"TEN",5,142,"KlugKa00",109,15,2.20183486238532,"Karl Klug","DL","Iowa",75,275,NA,4.79,22,NA,NA,NA,NA,NA,NA
"2556",2001,"GB",3,72,"MarsTo20",51,7,2.19607843137255,"Torrance Marshall","LB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2557",2014,"SF",4,129,"JohnDo02",73,10,2.19178082191781,"Dontae Johnson","DB","North Carolina State",74.125,200,NA,4.45,12,38.5,123,4.24,6.82,NA,NA
"2558",2007,"STL",2,52,"LeonBr00",88,12,2.18181818181818,"Brian Leonard","RB","Rutgers",73.5,226,NA,4.54,28,34.5,122,4.22,6.88,NA,NA
"2559",2008,"STL",4,128,"BurtKe00",22,3,2.18181818181818,"Keenan Burton","WR","Kentucky",72.5,201,NA,4.48,10,38.5,125,4.2,6.77,NA,NA
"2560",2009,"CAR",2,43,"BrowEv99",44,6,2.18181818181818,"Everette Brown","DL","Florida State",73.5,256,NA,4.65,26,31.5,114,4.53,7.55,NA,NA
"2561",2010,"CAR",2,48,"ClauJi00",22,3,2.18181818181818,"Jimmy Clausen","QB","Notre Dame",74.625,222,23,4.76,NA,NA,NA,NA,NA,NA,NA
"2563",2011,"NYG",6,185,"JoneGr02",22,3,2.18181818181818,"Greg Jones","LB","Michigan State",72.125,242,NA,4.75,21,31.5,117,4.27,7.21,NA,NA
"2564",2011,"CLE",7,248,"HaggEr00",22,3,2.18181818181818,"Eric Hagg","DB","Nebraska",73.375,209,NA,4.62,18,34.5,121,4.19,6.73,NA,NA
"2565",2017,"DET",2,53,"TaboTe00",22,3,2.18181818181818,"Teez Tabor","DB","Florida",72.25,199,NA,4.62,9,31,120,NA,NA,NA,NA
"2566",2002,"BAL",4,112,"ZastDa20",162,22,2.17283950617284,"Dave Zastudil","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2567",2008,"OAK",7,226,"SchiCh00",59,8,2.16949152542373,"Chaz Schilens","WR","San Diego State",75.875,208,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2568",2010,"BUF",3,72,"CarrAl99",59,8,2.16949152542373,"Alex Carrington","DL","Arkansas State",77.25,285,NA,4.92,26,NA,NA,NA,NA,NA,NA
"2569",2003,"ATL",4,121,"GrifJu00",96,13,2.16666666666667,"Justin Griffith","RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2570",2013,"ATL",4,127,"GoodMa01",37,5,2.16216216216216,"Malliciah Goodman","DL","Clemson",75.625,276,NA,4.87,26,31.5,114,NA,NA,NA,NA
"2571",2017,"MIN",4,109,"JohnJa09",37,5,2.16216216216216,"Jaleel Johnson","DL","Iowa",74.875,316,NA,5.38,19,28,100,4.75,7.64,NA,NA
"2572",2004,"DET",5,140,"LewiAl20",52,7,2.15384615384615,"Alex Lewis","LB","Wisconsin",71.8,227,NA,4.72,25,34.5,121,4.28,7.06,NA,NA
"2573",2007,"PIT",4,112,"SepuDa20",52,7,2.15384615384615,"Daniel Sepulveda","P",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2574",2011,"DAL",5,143,"ThomJo01",52,7,2.15384615384615,"Josh Thomas","DB","Buffalo",70.25,191,NA,4.46,13,38.5,126,4.15,6.99,NA,NA
"2575",2015,"OAK",3,68,"WalfCl00",52,7,2.15384615384615,"Clive Walford","TE","Miami (FL)",76,251,NA,4.79,20,35,120,4.57,7.32,NA,NA
"2576",2016,"CAR",1,30,"ButlVe00",52,7,2.15384615384615,"Vernon Butler","DL","Louisiana Tech",75.625,323,NA,5.33,26,29.5,104,4.76,7.82,NA,NA
"2577",2016,"NYJ",4,118,"BurrJu00",52,7,2.15384615384615,"Juston Burris","DB","North Carolina State",72.25,212,NA,4.53,19,36.5,122,4.4,7.1,NA,NA
"2578",2003,"JAX",4,104,"WrigGe00",67,9,2.14925373134328,"George Wrighster","TE","Oregon",74.1,249,NA,4.89,16,34.5,115,NA,7.24,NA,NA
"2579",2010,"BAL",3,70,"DickEd00",134,18,2.14925373134328,"Ed Dickson","TE","Oregon",76.25,249,NA,4.59,23,34,115,4.59,7.32,NA,NA
"2580",2000,"CLE",3,63,"PrenTr00",30,4,2.13333333333333,"Travis Prentice","RB","Miami (OH)",71.8,225,NA,4.5,23,37,115,4.4,6.92,NA,NA
"2581",2000,"SEA",6,175,"WillJa01",30,4,2.13333333333333,"James Williams","WR","Marshall (WV)",70.9,180,NA,4.6,NA,36,123,4.16,7.22,NA,NA
"2582",2001,"IND",3,91,"BirdCo20",45,6,2.13333333333333,"Cory Bird","DB","Virginia Tech",70.3,217,NA,4.6,22,NA,NA,NA,NA,NA,NA
"2583",2008,"BUF",3,72,"ElliCh99",15,2,2.13333333333333,"Chris Ellis","DL","Virginia Tech",76.25,263,NA,4.79,NA,27,109,4.65,7.64,NA,NA
"2584",2008,"SF",3,75,"SmitRe99",45,6,2.13333333333333,"Reggie Smith","DB","Oklahoma",72.5,199,NA,NA,13,NA,NA,NA,NA,NA,NA
"2585",2008,"BAL",3,99,"CousOn00",75,10,2.13333333333333,"Oniel Cousins","OL","Texas-El Paso",75.75,308,NA,5.18,23,24.5,107,4.8,7.9,NA,NA
"2586",2010,"TEN",5,148,"JohnRo99",15,2,2.13333333333333,"Robert Johnson","DB","Utah",74.125,203,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2587",2011,"IND",6,188,"RuckCh00",15,2,2.13333333333333,"Chris Rucker","DB","Michigan State",72.5,195,NA,4.55,10,NA,NA,NA,NA,NA,NA
"2588",2013,"TEN",3,70,"WrehBl00",60,8,2.13333333333333,"Blidi Wreh-Wilson","DB","Connecticut",72.75,195,33,4.53,14,36,128,4.12,6.97,NA,NA
"2589",2014,"JAX",5,159,"SmitCh03",60,8,2.13333333333333,"Chris Smith","DL","Arkansas",73,266,NA,4.71,28,37,121,4.46,7.55,NA,NA
"2590",2014,"IND",5,166,"NewsJo00",30,4,2.13333333333333,"Jonathan Newsome","LB","Ball State (IN)",74.625,247,NA,4.73,21,34,116,4.63,7.31,NA,NA
"2591",2014,"DET",6,189,"JoneT.00",45,6,2.13333333333333,"T.J. Jones","WR","Notre Dame",71.625,188,NA,4.48,NA,33,119,4.27,6.82,NA,NA
"2592",2017,"NO",3,103,"HendTr00",30,4,2.13333333333333,"Trey Hendrickson","LB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2593",2018,"DEN",4,113,"HamiDa01",30,4,2.13333333333333,"DaeSean Hamilton","WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2594",2018,"DAL",4,116,"ArmsDo00",30,4,2.13333333333333,"Dorance Armstrong Jr.","DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2595",2018,"WAS",7,256,"QuinTr00",15,2,2.13333333333333,"Trey Quinn","WR","Southern Methodist (TX)",71.375,203,NA,4.55,17,33.5,116,4.19,6.91,NA,NA
"2596",2019,"LAC",1,28,"TillJe00",15,2,2.13333333333333,"Jerry Tillery","DL","Notre Dame",78.5,295,NA,4.93,23,32,115,4.33,7.45,NA,NA
"2597",2019,"ARI",2,62,"IsabAn00",15,2,2.13333333333333,"Andy Isabella","WR","Massachusetts",68.75,188,NA,4.31,15,36.5,121,4.15,6.95,NA,NA
"2598",2019,"CLE",3,80,"TakiSi00",15,2,2.13333333333333,"Sione Takitaki","LB","Brigham Young",73.125,233,NA,4.63,24,37,125,4.28,7.21,NA,NA
"2599",2019,"NYG",4,108,"LoveJu00",15,2,2.13333333333333,"Julian Love","DB","Notre Dame",70.75,195,NA,4.54,14,36,121,4.1,6.72,NA,NA
